interaction,interactionDelta,intent,intentSuccess,stepDelta,step,stepDuration,totalDuration,highlightIngredients,group,interface,recipe,timestamp,session,_id
"downKey",5447,"nextStep",true,1,1,5447,5447,true,2,"responsive","lasagna","2014-12-06T18:56:26.034Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483515a7f671a49094b4845)
"upKey",4367,"prevStep",true,-1,2,4367,9814,true,2,"responsive","lasagna","2014-12-06T18:56:30.402Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483515e7f671a49094b4846)
"downKey",721,"nextStep",true,1,1,721,10535,true,2,"responsive","lasagna","2014-12-06T18:56:31.122Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483515f7f671a49094b4847)
"downKey",5447,"nextStep",true,1,1,5447,5447,true,2,"responsive","lasagna","2014-12-06T18:56:26.034Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548351d27f671a49094b4848)
"downKey",149300,"nextStep",true,1,2,149300,159835,true,2,"responsive","lasagna","2014-12-06T18:59:00.422Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548351f47f671a49094b4849)
"downKey",5079,"nextStep",true,1,3,5079,164914,true,2,"responsive","lasagna","2014-12-06T18:59:05.501Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548351f97f671a49094b484a)
"upKey",2441,"prevStep",true,-1,4,2441,167355,true,2,"responsive","lasagna","2014-12-06T18:59:07.942Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548351fc7f671a49094b484b)
"downKey",7739,"nextStep",true,1,3,7739,175094,true,2,"responsive","lasagna","2014-12-06T18:59:15.681Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352037f671a49094b484c)
"downKey",12175,"nextStep",true,1,4,12175,187269,true,2,"responsive","lasagna","2014-12-06T18:59:27.856Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483520f7f671a49094b484d)
"downKey",6212,"nextStep",true,1,5,6212,193481,true,2,"responsive","lasagna","2014-12-06T18:59:34.068Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483524b7f671a49094b484e)
"upKey",896,"prevStep",true,-1,6,896,194377,true,2,"responsive","lasagna","2014-12-06T18:59:34.964Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483526c7f671a49094b484f)
"upKey",288,"prevStep",true,-1,5,288,194665,true,2,"responsive","lasagna","2014-12-06T18:59:35.252Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352717f671a49094b4850)
"upKey",231,"prevStep",true,-1,4,231,194896,true,2,"responsive","lasagna","2014-12-06T18:59:35.483Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352747f671a49094b4851)
"upKey",641,"prevStep",true,-1,3,641,195537,true,2,"responsive","lasagna","2014-12-06T18:59:36.124Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483527b7f671a49094b4852)
"downKey",544,"nextStep",true,1,2,544,196081,true,2,"responsive","lasagna","2014-12-06T18:59:36.668Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352887f671a49094b4853)
"unknownKey",13630,"unknown",false,0,3,13630,209711,true,2,"responsive","lasagna","2014-12-06T18:59:50.299Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352c37f671a49094b4854)
"unknownKey",40,"unknown",false,0,3,13670,209751,true,2,"responsive","lasagna","2014-12-06T18:59:50.338Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352e57f671a49094b4855)
"unknownKey",3416,"unknown",false,0,3,17086,213167,true,2,"responsive","lasagna","2014-12-06T18:59:53.754Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352e97f671a49094b4856)
"unknownKey",16,"unknown",false,0,3,17102,213183,true,2,"responsive","lasagna","2014-12-06T18:59:53.770Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352ec7f671a49094b4857)
"upKey",23080,"prevStep",true,-1,3,40182,236263,true,2,"responsive","lasagna","2014-12-06T19:00:16.850Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548352f47f671a49094b4858)
"downKey",4678,"nextStep",true,1,2,4678,240941,true,2,"responsive","lasagna","2014-12-06T19:00:21.528Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353007f671a49094b4859)
"downKey",149300,"nextStep",true,1,2,149300,159835,true,2,"responsive","lasagna","2014-12-06T18:59:00.422Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483533b7f671a49094b485a)
"upKey",2441,"prevStep",true,-1,4,2441,167355,true,2,"responsive","lasagna","2014-12-06T18:59:07.942Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483535d7f671a49094b485b)
"downKey",7739,"nextStep",true,1,3,7739,175094,true,2,"responsive","lasagna","2014-12-06T18:59:15.681Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353617f671a49094b485c)
"downKey",12175,"nextStep",true,1,4,12175,187269,true,2,"responsive","lasagna","2014-12-06T18:59:27.856Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353647f671a49094b485d)
"downKey",6212,"nextStep",true,1,5,6212,193481,true,2,"responsive","lasagna","2014-12-06T18:59:34.068Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483536c7f671a49094b485e)
"unknownKey",40248,"unknown",false,0,3,40248,281189,true,2,"responsive","lasagna","2014-12-06T19:01:01.777Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353787f671a49094b485f)
"unknownKey",32,"unknown",false,0,3,40280,281221,true,2,"responsive","lasagna","2014-12-06T19:01:01.808Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353b37f671a49094b4860)
"unknownKey",211771,"unknown",false,0,3,252051,492992,true,2,"responsive","lasagna","2014-12-06T19:04:33.579Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353d57f671a49094b4861)
"unknownKey",2,"unknown",false,0,3,252053,492994,true,2,"responsive","lasagna","2014-12-06T19:04:33.581Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353da7f671a49094b4862)
"upKey",2441,"prevStep",true,-1,4,2441,167355,true,2,"responsive","lasagna","2014-12-06T18:59:07.942Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353dc7f671a49094b4863)
"unknownKey",40248,"unknown",false,0,3,40248,281189,true,2,"responsive","lasagna","2014-12-06T19:01:01.777Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548353f07f671a49094b4864)
"downKey",1394906,"nextStep",true,1,3,1646959,1887900,true,2,"responsive","lasagna","2014-12-06T19:27:48.487Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548358b47f671a49094b4865)
"downKey",1394906,"nextStep",true,1,3,1646959,1887900,true,2,"responsive","lasagna","2014-12-06T19:27:48.487Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483592c7f671a49094b4866)
"downKey",759930,"nextStep",true,1,4,759930,2647830,true,2,"responsive","lasagna","2014-12-06T19:40:28.417Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835bac7f671a49094b4867)
"downKey",15438,"nextStep",true,1,5,15438,2663268,true,2,"responsive","lasagna","2014-12-06T19:40:43.856Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835bbb7f671a49094b4868)
"downKey",759930,"nextStep",true,1,4,759930,2647830,true,2,"responsive","lasagna","2014-12-06T19:40:28.417Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835c247f671a49094b4869)
"downKey",15438,"nextStep",true,1,5,15438,2663268,true,2,"responsive","lasagna","2014-12-06T19:40:43.856Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835c347f671a49094b486a)
"upKey",537482,"prevStep",true,-1,6,537482,3200750,true,2,"responsive","lasagna","2014-12-06T19:49:41.337Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835dd57f671a49094b486b)
"downKey",12557,"nextStep",true,1,5,12557,3213307,true,2,"responsive","lasagna","2014-12-06T19:49:53.894Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835de27f671a49094b486c)
"upKey",537482,"prevStep",true,-1,6,537482,3200750,true,2,"responsive","lasagna","2014-12-06T19:49:41.337Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835e4d7f671a49094b486d)
"downKey",12557,"nextStep",true,1,5,12557,3213307,true,2,"responsive","lasagna","2014-12-06T19:49:53.894Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835e5a7f671a49094b486e)
"unknownKey",276117,"unknown",false,0,6,276117,3489424,true,2,"responsive","lasagna","2014-12-06T19:54:30.012Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835ef67f671a49094b486f)
"unknownKey",8,"unknown",false,0,6,276125,3489432,true,2,"responsive","lasagna","2014-12-06T19:54:30.019Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835ef67f671a49094b4870)
"unknownKey",15544,"unknown",false,0,6,291669,3504976,true,2,"responsive","lasagna","2014-12-06T19:54:45.564Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835f057f671a49094b4871)
"unknownKey",24,"unknown",false,0,6,291693,3505000,true,2,"responsive","lasagna","2014-12-06T19:54:45.587Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(54835f057f671a49094b4872)
"unknownKey",39,"unknown",false,0,1,1363,1363,true,2,"responsive","lasagna","2014-12-06T20:05:55.354Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548361a37f671a49094b4873)
"unknownKey",1324,"unknown",false,0,1,1324,1324,true,2,"responsive","lasagna","2014-12-06T20:05:55.315Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548361a37f671a49094b4874)
"unknownKey",39,"unknown",false,0,1,1363,1363,true,2,"responsive","lasagna","2014-12-06T20:05:55.354Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483621b7f671a49094b4875)
"unknownKey",1324,"unknown",false,0,1,1324,1324,true,2,"responsive","lasagna","2014-12-06T20:05:55.315Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483621b7f671a49094b4876)
"unknownKey",450271,"unknown",false,0,1,451634,451634,true,2,"responsive","lasagna","2014-12-06T20:13:25.625Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548363657f671a49094b4877)
"unknownKey",2036,"unknown",false,0,1,453670,453670,true,2,"responsive","lasagna","2014-12-06T20:13:27.660Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548363677f671a49094b4878)
"unknownKey",3473,"unknown",false,0,1,457143,457143,true,2,"responsive","lasagna","2014-12-06T20:13:31.133Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483636b7f671a49094b4879)
"unknownKey",30,"unknown",false,0,1,457173,457173,true,2,"responsive","lasagna","2014-12-06T20:13:31.163Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483636b7f671a49094b487a)
"unknownKey",450271,"unknown",false,0,1,451634,451634,true,2,"responsive","lasagna","2014-12-06T20:13:25.625Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548363dd7f671a49094b487b)
"unknownKey",30,"unknown",false,0,1,457173,457173,true,2,"responsive","lasagna","2014-12-06T20:13:31.163Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548363e37f671a49094b487c)
"unknownKey",3473,"unknown",false,0,1,457143,457143,true,2,"responsive","lasagna","2014-12-06T20:13:31.133Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548363e37f671a49094b487d)
"unknownKey",155710,"unknown",false,0,1,612883,612883,true,2,"responsive","lasagna","2014-12-06T20:16:06.874Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364077f671a49094b487e)
"unknownKey",24,"unknown",false,0,1,612907,612907,true,2,"responsive","lasagna","2014-12-06T20:16:06.897Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364077f671a49094b487f)
"unknownKey",4048,"unknown",false,0,1,616955,616955,true,2,"responsive","lasagna","2014-12-06T20:16:10.945Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483640b7f671a49094b4880)
"unknownKey",728,"unknown",false,0,1,617683,617683,true,2,"responsive","lasagna","2014-12-06T20:16:11.673Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364567f671a49094b4881)
"unknownKey",264,"unknown",false,0,1,617955,617955,true,2,"responsive","lasagna","2014-12-06T20:16:11.945Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483645b7f671a49094b4882)
"unknownKey",8,"unknown",false,0,1,617691,617691,true,2,"responsive","lasagna","2014-12-06T20:16:11.681Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483645b7f671a49094b4883)
"unknownKey",155710,"unknown",false,0,1,612883,612883,true,2,"responsive","lasagna","2014-12-06T20:16:06.874Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483647f7f671a49094b4884)
"unknownKey",24,"unknown",false,0,1,612907,612907,true,2,"responsive","lasagna","2014-12-06T20:16:06.897Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483647f7f671a49094b4885)
"unknownKey",4758,"unknown",false,0,1,622713,622713,true,2,"responsive","lasagna","2014-12-06T20:16:16.703Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364837f671a49094b4886)
"unknownKey",4177,"unknown",false,0,1,626890,626890,true,2,"responsive","lasagna","2014-12-06T20:16:20.881Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364ce7f671a49094b4887)
"unknownKey",16,"unknown",false,0,1,626906,626906,true,2,"responsive","lasagna","2014-12-06T20:16:20.896Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364d37f671a49094b4888)
"unknownKey",155710,"unknown",false,0,1,612883,612883,true,2,"responsive","lasagna","2014-12-06T20:16:06.874Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364f77f671a49094b4889)
"unknownKey",24,"unknown",false,0,1,612907,612907,true,2,"responsive","lasagna","2014-12-06T20:16:06.897Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548364f77f671a49094b488a)
"nextClick",949843,"nextStep",true,1,1,949843,949843,true,3,"sbs","risotto","2014-12-06T21:04:49.324Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54836f707f671a49094b488b)
"nextClick",405756,"nextStep",true,1,2,405756,1355599,true,3,"sbs","risotto","2014-12-06T21:11:35.079Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(548371067f671a49094b488c)
"unknownKey",3913854,"unknown",false,0,1,4540760,4540760,true,2,"responsive","lasagna","2014-12-06T21:21:34.750Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483735e7f671a49094b488d)
"unknownKey",5,"unknown",false,0,1,4540765,4540765,true,2,"responsive","lasagna","2014-12-06T21:21:34.756Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483735f7f671a49094b488e)
"doneClick",753,"done",true,0,1,4541518,4541518,true,2,"responsive","lasagna","2014-12-06T21:21:35.508Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5483735f7f671a49094b488f)
"nextClick",771196,"nextStep",true,1,3,771196,2126795,true,3,"sbs","risotto","2014-12-06T21:24:26.275Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(548374097f671a49094b4891)
"nextClick",1153958,"nextStep",true,1,4,1153958,3280753,true,3,"sbs","risotto","2014-12-06T21:43:40.233Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(5483788b7f671a49094b4892)
"prevClick",466830,"prevStep",true,-1,5,466830,3747583,true,3,"sbs","risotto","2014-12-06T21:51:27.063Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837a5d7f671a49094b4893)
"unknownClick",14395,"unknown",false,0,4,14395,3761978,true,3,"sbs","risotto","2014-12-06T21:51:41.458Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837a6c7f671a49094b4894)
"nextClick",763,"nextStep",true,1,4,15158,3762741,true,3,"sbs","risotto","2014-12-06T21:51:42.221Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837a6c7f671a49094b4895)
"nextClick",5074,"nextStep",true,1,5,5074,3767815,true,3,"sbs","risotto","2014-12-06T21:51:47.295Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837a727f671a49094b4896)
"prevClick",33680,"prevStep",true,-1,6,33680,3801495,true,3,"sbs","risotto","2014-12-06T21:52:20.975Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837a937f671a49094b4897)
"prevClick",424,"prevStep",true,-1,5,424,3801919,true,3,"sbs","risotto","2014-12-06T21:52:21.399Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837a937f671a49094b4898)
"nextClick",8029,"nextStep",true,1,4,8029,3809948,true,3,"sbs","risotto","2014-12-06T21:52:29.428Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837a9c7f671a49094b4899)
"nextClick",22960,"nextStep",true,1,5,22960,3832908,true,3,"sbs","risotto","2014-12-06T21:52:52.389Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837ab37f671a49094b489a)
"nextClick",1006257,"nextStep",true,1,6,1006257,4839165,true,3,"sbs","risotto","2014-12-06T22:09:38.646Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837ea17f671a49094b489b)
"nextClick",327620,"nextStep",true,1,7,327620,5166785,true,3,"sbs","risotto","2014-12-06T22:15:06.265Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837fe87f671a49094b489c)
"doneClick",5538,"done",true,0,8,5538,5172323,true,3,"sbs","risotto","2014-12-06T22:15:11.803Z","5511517ce047964b623ec6906885690eeacbda56",ObjectID(54837fee7f671a49094b489d)
"unknownClick",13383,"unknown",false,0,1,13383,13383,true,2,"sbs","eggs","2014-12-07T18:08:56.947Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497b97f671a49094b48a2)
"unknownClick",198,"unknown",false,0,1,13581,13581,true,2,"sbs","eggs","2014-12-07T18:08:57.145Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497b97f671a49094b48a3)
"unknownClick",15659,"unknown",false,0,1,29240,29240,true,2,"sbs","eggs","2014-12-07T18:09:12.805Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497c97f671a49094b48a4)
"nextClick",7436,"nextStep",true,1,1,36676,36676,true,2,"sbs","eggs","2014-12-07T18:09:20.240Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497d07f671a49094b48a5)
"unknownClick",3498,"unknown",false,0,2,3498,40174,true,2,"sbs","eggs","2014-12-07T18:09:23.739Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497d47f671a49094b48a6)
"unknownClick",384,"unknown",false,0,2,3882,40558,true,2,"sbs","eggs","2014-12-07T18:09:24.123Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497d47f671a49094b48a7)
"unknownClick",6756,"unknown",false,0,2,10638,47314,true,2,"sbs","eggs","2014-12-07T18:09:30.878Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497db7f671a49094b48a8)
"unknownClick",159,"unknown",false,0,2,10797,47473,true,2,"sbs","eggs","2014-12-07T18:09:31.037Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497dc7f671a49094b48a9)
"unknownClick",3058,"unknown",false,0,2,13855,50531,true,2,"sbs","eggs","2014-12-07T18:09:34.095Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(548497de7f671a49094b48aa)
